colaborador,degree,degree_weighted,degree_centrality,betweenness,closeness,eigenvector,pagerank,clustering_local,grupo_comunidade
adamavenir,12,46,0.004550625711035267,0.00387573872092051,0.1981002223018154,0.0,0.001879319651431319,0.00805557479195631,13
cluah,16,37,0.006067500948047023,0.007504957878281798,0.23826506585622806,0.0,0.00186201865391001,0.008367805323412473,3
ElBrodino,24,30,0.009101251422070534,0.018832690431138194,0.26322735667406233,0.0,0.0018599129754323768,0.0020406290089715765,5
Shankar-1212,23,33,0.008722032612817595,0.01068056028351662,0.24181954951433346,0.0,0.0018458351510812724,0.0015338162051750075,2
ryanyogan,17,42,0.0064467197572999615,0.004740752396511978,0.2337866492466665,0.0,0.0018435767917494295,0.009408836722594164,1
manuel1618,25,36,0.009480470231323474,0.019342368610697942,0.2688609009581514,0.0,0.0018234171122068047,0.003316638620770909,2
TobbEEEEH,16,29,0.006067500948047023,0.006720934260714253,0.19016841654964614,0.0,0.0018185749367415993,0.0006374861405245471,16
nmonev,18,22,0.0068259385665529,0.009632902074012129,0.22993549185082135,0.0,0.0017820244495502023,0.00042590657100705076,4
landsman,26,35,0.009859689040576412,0.031212347528317474,0.2717396841286962,0.0,0.001781651571297104,0.004838083908805981,2
andresatierf,8,46,0.0030337504740235114,6.026301432202824e-06,0.18828725415571979,0.0,0.0017767855633495505,0.021876541876707175,4
ghost,21,38,0.007963594994311717,0.002294624869613164,0.22855500040516008,0.0,0.001758370668594815,0.005223205049094093,6
tahayvr,18,39,0.0068259385665529,0.0069645518494696615,0.2367607538120924,0.0,0.001728157154257397,0.010713367254167555,1
d-cas,16,34,0.006067500948047023,0.008814806753495653,0.2571916388017121,0.0,0.0017073268397243763,0.007874461411160851,2
paul-fornage,20,35,0.0075843761850587785,0.008838782263532982,0.24075365268818752,0.0,0.0016998698952271358,0.006477444619572859,3
matheorism,16,31,0.006067500948047023,0.004588492347865234,0.23350419325779972,0.0,0.0016987575619236057,0.002890449203357473,10
acrogenesis,16,28,0.006067500948047023,0.0077279827964085316,0.21559165260459284,0.0,0.001657887565274432,0.004845786046790688,12
illangpasandre-prog,15,19,0.005688282138794084,0.007314141720117797,0.21757058533546283,0.0,0.00165785419581691,0.00047717268882212265,17
